root,preverb,pratyaya_class,count
vap,pari,fin:Pres+Imp+Act,2
vap,pra,fin:Pres+Opt+Act,2
vap,pra,nfin:Conv,2
vap,prati,fin:Fut+Ind+Act,2
vap,sam,fin:Pres+Opt+Act,2
vap,upa,fin:Pres+Imp+Act,2
vap,upani,nfin:Conv,2
vap,vini,nfin:Conv,2
vap,ā,fin:Past+Ind+Act,2
varay,,fin:Impf+Ind+Act,2
varay,,nfin:Inf,2
varay,pra,nfin:Part,2
vardhay,abhi,fin:Impf+Ind+Act,2
vardhay,abhipra,fin:Pres+Opt+Act,2
vardhay,pra,nfin:Part,2
vardhay,sam,nfin:Conv,2
vardhay,vi,nfin:Conv,2
vardhay,vi,nfin:Inf,2
varey,,fin:Pres+Sub+Act,2
varivasy,,nfin:Part,2
varjay,abhi,fin:Pres+Opt+Act,2
varjay,adhi,nfin:Conv,2
varjay,apa,fin:Pres+Opt+Act,2
varjay,sam,fin:Pres+Opt+Act,2
varjay,samā,nfin:Part,2
varjay,vi,fin:Pres+Imp+Act,2
vartay,,fin:Pres+Imp+Pass,2
vartay,abhyā,fin:Pres+Opt+Act,2
vartay,anu,nfin:Conv,2
vartay,anupari,fin:Pres+Opt+Act,2
vartay,anvā,fin:Fut+Ind+Act,2
vartay,anvā,fin:Pres+Ind+Act,2
vartay,apa,fin:Pres+Ind+Act,2
vartay,apa,nfin:Part,2
vartay,ati,nfin:Conv,2
vartay,paryā,fin:Pres+Ind+Act,2
vartay,parā,nfin:Conv,2
vartay,pra,fin:Pres+Ind+Pass,2
vartay,pratyā,fin:Pres+Ind+Act,2
vartay,pratyā,nfin:Part,2
vartay,sam,fin:Pres+Ind+Act,2
vartay,sampra,fin:Pres+Opt+Act,2
vartay,samā,fin:Pres+Ind+Act,2
vartay,saṃni,fin:Impf+Ind+Act,2
vartay,saṃni,nfin:Part,2
vartay,saṃpari,fin:Pres+Ind+Act,2
vartay,upapra,fin:Impf+Ind+Act,2
vartay,upā,fin:Impf+Ind+Act,2
vartay,upā,nfin:Conv,2
vartay,ā,fin:Fut+Ind+Act,2
vartay,ā,fin:Past+Ind+Act,2
vartay,ā,fin:Pres+Imp+Pass,2
vartay,ā,nfin:Inf,2
varṇay,,nfin:Conv,2
varṇay,abhi,nfin:Part,2
varṇay,anu,nfin:Conv,2
varṇay,anu,nfin:Gdv,2
varṇay,niḥ,fin:Pres+Ind+Pass,2
varṇay,sam,nfin:Gdv,2
varṇay,upa,fin:Pres+Imp+Act,2
varṇay,upa,fin:Pres+Ind+Act,2
varṇay,upa,fin:Pres+Ind+Pass,2
varṣay,,fin:Past+Ind+Act,2
varṣay,,nfin:Part,2
varṣay,pra,fin:Impf+Ind+Act,2
varṣay,pra,fin:Pres+Ind+Act,2
vas,adhyā,nfin:Part,2
vas,anu,fin:Pres+Opt+Act,2
vas,apa,nfin:Part,2
vas,apapra,nfin:Part,2
vas,ni,nfin:Gdv,2
vas,nirvi,nfin:Part,2
vas,pari,fin:Pres+Ind+Act,2
vas,pari,fin:Pres+Opt+Act,2
vas,pra,nfin:Gdv,2
vas,prati,fin:Pres+Opt+Act,2
vas,prati,nfin:Gdv,2
vas,saṃni,fin:Pres+Ind+Act,2
vas,saṃni,fin:Pres+Opt+Act,2
vas,vi,fin:Fut+Ind+Act,2
vas,vi,fin:Pres+Sub+Act,2
vasay,,fin:Pres+Ind+Act,2
vasay,ud,nfin:Part,2
vastray,sam,fin:Pres+Opt+Act,2
vasūy,,nfin:Part,2
vat,,fin:Pres+Opt+Act,2
vañcay,,fin:Pres+Imp+Act,2
vañcay,,nfin:Inf,2
vaśay,,fin:Pres+Ind+Act,2
ve,pari,fin:Pres+Ind+Act,2
ve,pari,fin:Pres+Opt+Act,2
ve,sampra,fin:Pres+Opt+Act,2
ve,sampra,nfin:Part,2
vecay,vi,fin:Pres+Opt+Act,2
veday,,fin:Fut+Ind+Act,2
veday,,fin:Past+Ind+Act,2
veday,,fin:Pres+Ind+Pass,2
veday,pra,fin:Fut+Ind+Act,2
veday,sam,fin:Pres+Opt+Act,2
veday,sam,nfin:Conv,2
veday,saṃni,nfin:Conv,2
veday,ā,fin:Pres+Ind+Pass,2
vedhay,,fin:Pres+Ind+Act,2
vedhay,,fin:Pres+Ind+Pass,2
vejay,,nfin:Part,2
vell,,fin:Pres+Ind+Act,2
ven,,fin:Impf+Ind+Act,2
ven,,fin:Pres+Imp+Act,2
veveṣṭ,,fin:Pres+Ind+Act,2
vevid,,fin:Pres+Sub+Act,2
vevij,,nfin:Part,2
veśay,abhini,nfin:Conv,2
veśay,abhini,nfin:Part,2
veśay,anupra,nfin:Inf,2
veśay,pari,fin:Pres+Imp+Act,2
veśay,sam,fin:Past+Ind+Act,2
veśay,sam,nfin:Gdv,2
veśay,samā,fin:Pres+Ind+Act,2
veśay,vi,fin:Pres+Imp+Act,2
veśay,vini,fin:Pres+Imp+Pass,2
veśay,vini,nfin:Gdv,2
veśay,ā,fin:Impf+Ind+Act,2
veśay,ā,nfin:Inf,2
veṣay,pari,fin:Impf+Ind+Act,2
veṣay,pari,nfin:Conv,2
veṣay,pari,nfin:Inf,2
veṣṭ,,fin:Pres+Imp+Act,2
veṣṭ,anu,fin:Impf+Ind+Act,2
veṣṭ,sam,fin:Impf+Ind+Act,2
veṣṭ,sam,fin:Pres+Ind+Act,2
veṣṭ,vi,fin:Impf+Ind+Act,2
veṣṭ,ā,nfin:Part,2
veṣṭay,ni,fin:Impf+Ind+Act,2
veṣṭay,pra,nfin:Part,2
veṣṭay,upa,nfin:Part,2
veṣṭay,vi,fin:Pres+Opt+Act,2
vic,vi,fin:Pres+Imp+Pass,2
vid,,fin:Fut+Cond+Act,2
vid,,fin:Fut+Pot+Act,2
vid,anu,fin:Fut+Ind+Act,2
vid,anu,fin:Pres+Ind+Pass,2
vid,niḥ,fin:Impf+Ind+Pass,2
vid,niḥ,fin:Pres+Opt+Pass,2
vid,pari,fin:Past+Ind+Act,2
vid,ā,fin:Past+Ind+Act,2
vidh,,fin:Past+Ind+Act,2
vidhuray,,fin:Pres+Ind+Act,2
vij,,fin:Pres+Imp+Act,2
vij,pra,nfin:Part,2
vij,prati,fin:Pres+Ind+Act,2
vinirbhā,viniḥ,fin:Past+Ind+Act,2
vinirdah,viniḥ,fin:Impf+Ind+Act,2
vinirdiś,viniḥ,fin:Pres+Imp+Act,2
vinirgam,viniḥ,fin:Past+Ind+Act,2
vinirgam,viniḥ,fin:Pres+Opt+Act,2
vinirgam,viniḥ,nfin:Inf,2
vinirhan,viniḥ,nfin:Part,2
vinirji,viniḥ,fin:Pres+Opt+Act,2
vinirlikh,viniḥ,fin:Pres+Opt+Act,2
vinirvṛt,viniḥ,fin:Pres+Ind+Act,2
viniryā,viniḥ,nfin:Conv,2
vinirṇī,viniḥ,fin:Pres+Opt+Act,2
viniścar,viniḥ,fin:Pres+Ind+Act,2
viniṣpat,viniḥ,fin:Pres+Opt+Act,2
viniṣpīḍay,viniḥ,nfin:Conv,2
vip,sampra,fin:Impf+Ind+Act,2
vip,ud,nfin:Part,2
vipalyaṅgay,,fin:Impf+Ind+Act,2
viparyūh,,nfin:Part,2
viprachid,,fin:Pres+Opt+Pass,2
vipre,vipra,fin:Pres+Imp+Act,2
viprekṣ,vipra,fin:Impf+Ind+Act,2
visaṃmuh,visam,nfin:Part,2
visaṃvad,visam,fin:Pres+Opt+Act,2
visaṃvāday,visam,nfin:Conv,2
vivakṣ,,fin:Past+Ind+Act,2
vivakṣ,,fin:Pres+Ind+Pass,2
vividiṣ,,fin:Pres+Ind+Act,2
viś,,fin:Past+Jus+Act,2
viś,,fin:Pres+Jus+Act,2
viś,abhini,fin:Fut+Ind+Act,2
viś,abhini,nfin:Conv,2
viś,abhyā,fin:Impf+Ind+Act,2
viś,anu,fin:Impf+Ind+Act,2
viś,anu,fin:Pres+Imp+Act,2
viś,anu,fin:Pres+Ind+Act,2
viś,anu,nfin:Part,2
viś,anuni,fin:Pres+Ind+Act,2
viś,anvā,fin:Impf+Ind+Act,2
viś,niḥ,nfin:Gdv,2
viś,niḥ,nfin:Inf,2
viś,pari,fin:Past+Ind+Act,2
viś,pari,fin:Pres+Imp+Act,2
viś,pari,fin:Pres+Ind+Act,2
viś,pratyupa,fin:Fut+Ind+Act,2
viś,pratyupa,fin:Impf+Ind+Act,2
viś,sam,nfin:Conv,2
viś,samā,nfin:Inf,2
viś,upa,fin:Pres+Imp+Pass,2
viś,upa,nfin:Gdv,2
viś,upopa,fin:Pres+Ind+Act,2
viś,upā,nfin:Part,2
viś,vyā,nfin:Part,2
viśaday,,fin:Pres+Ind+Act,2
viṣ,,fin:Plp+Ind+Act,2
viṣ,pari,nfin:Inf,2
viṣāy,,fin:Pres+Ind+Act,2
viṣṭ,,nfin:Part,2
vlag,abhi,nfin:Conv,2
vlī,,fin:Past+Ind+Act,2
vlī,,fin:Pres+Ind+Pass,2
vraj,,nfin:Conv,2
vraj,anu,fin:Impf+Ind+Act,2
vraj,anupra,fin:Fut+Ind+Act,2
vraj,ati,nfin:Part,2
vraj,pra,fin:Pres+Imp+Act,2
vraj,pratyudā,fin:Pres+Ind+Act,2
vraj,udā,fin:Pres+Ind+Act,2
vraj,vipra,fin:Pres+Imp+Act,2
vraj,vyati,fin:Pres+Opt+Act,2
vraśc,vi,fin:Pres+Imp+Act,2
vrājay,pra,fin:Impf+Ind+Act,2
vrājay,pra,fin:Pres+Imp+Act,2
vrājay,pra,fin:Pres+Opt+Act,2
vrīḍay,,fin:Pres+Ind+Act,2
vyac,,fin:Pres+Jus+Act,2
vyadh,abhi,fin:Pres+Opt+Act,2
vyadh,anupra,fin:Pres+Opt+Act,2
vyadh,ava,nfin:Part,2
vyadh,ni,fin:Pres+Imp+Act,2
vyadh,niḥ,fin:Impf+Ind+Act,2
vyadh,prati,fin:Pres+Imp+Act,2
vyadh,prati,fin:Pres+Ind+Act,2
vyadh,prati,nfin:Conv,2
vyadh,saṃpra,fin:Pres+Ind+Act,2
vyadh,vi,fin:Pres+Ind+Act,2
vyapoh,vyapa,fin:Pres+Ind+Pass,2
vyapoh,vyapa,nfin:Gdv,2
vyapās,vyapa,nfin:Part,2
vyath,,fin:Impf+Ind+Act,2
vyath,,fin:Pres+Sub+Act,2
vyath,saṃpra,fin:Pres+Ind+Act,2
vyathay,,fin:Impf+Ind+Act,2
vyathay,,fin:Pres+Imp+Act,2
vyathay,,nfin:Gdv,2
vyatyas,vyati,fin:Pres+Opt+Act,2
vyavabhid,,nfin:Part,2
vyavaśad,,fin:Past+Ind+Act,2
vyavān,vyava,fin:Pres+Ind+Act,2
vyavās,vyava,fin:Pres+Ind+Act,2
vyaṃsay,,fin:Past+Ind+Act,2
vyaṃsay,,nfin:Conv,2
vye,apa,nfin:Part,2
vye,ava,nfin:Part,2
vyucchid,vyut,fin:Pres+Ind+Pass,2
vyucchid,vyut,fin:Pres+Opt+Act,2
vyucchid,vyut,nfin:Part,2
vyādhīy,,fin:Pres+Opt+Act,2
vā,,fin:Impf+Ind+Act,2
vā,abhi,fin:Pres+Ind+Act,2
vā,apa,fin:Pres+Ind+Act,2
vā,ava,fin:Pres+Ind+Act,2
vā,niḥ,fin:Fut+Ind+Act,2
vā,upa,fin:Pres+Ind+Act,2
vā,ā,fin:Pres+Ind+Act,2
vā,ā,nfin:Part,2
vācay,,fin:Pres+Ind+Pass,2
vācay,pra,fin:Pres+Opt+Act,2
vāday,,fin:Pres+Imp+Pass,2
vāday,abhipra,fin:Past+Ind+Act,2
vāday,pra,fin:Impf+Ind+Act,2
vāday,pra,fin:Past+Ind+Act,2
vāday,pra,fin:Pres+Imp+Act,2
vāday,pra,fin:Pres+Opt+Act,2
vāday,sam,nfin:Conv,2
vāday,saṃpra,fin:Pres+Ind+Act,2
vāday,vi,nfin:Part,2
vāhay,,fin:Pres+Imp+Pass,2
vāhay,anu,fin:Pres+Opt+Act,2
vāhay,ati,fin:Pres+Ind+Act,2
vāhay,ati,nfin:Gdv,2
vāhay,ati,nfin:Inf,2
vāhay,sam,fin:Pres+Imp+Act,2
vāhay,sam,fin:Pres+Imp+Pass,2
vāhay,sam,fin:Pres+Ind+Act,2
vāhay,sam,fin:Pres+Opt+Act,2
vāhay,sam,nfin:Inf,2
vāhay,vi,fin:Pres+Ind+Pass,2
vāhay,vi,nfin:Gdv,2
vāhay,ā,fin:Pres+Ind+Pass,2
vājay,,fin:Impf+Ind+Act,2
vānay,,fin:Pres+Ind+Act,2
vāpay,,fin:Fut+Ind+Act,2
vāpay,,fin:Pres+Imp+Act,2
vāpay,ni,nfin:Part,2
vāpay,niḥ,fin:Pres+Imp+Act,2
vāpay,niḥ,fin:Pres+Ind+Act,2
vāpay,prati,nfin:Conv,2
vāpay,pratī,nfin:Conv,2
vāray,abhipari,nfin:Conv,2
vāray,anu,fin:Impf+Ind+Act,2
vāray,pari,fin:Pres+Imp+Act,2
vāray,pari,fin:Pres+Ind+Pass,2
vāray,pari,fin:Pres+Opt+Act,2
vāray,prati,nfin:Part,2
vāray,pratini,fin:Pres+Ind+Pass,2
vāray,saṃni,fin:Impf+Ind+Act,2
vāray,vini,nfin:Inf,2
vāsay,,fin:Pres+Jus+Act,2
vāsay,anu,nfin:Conv,2
vāsay,anūd,fin:Pres+Ind+Act,2
vāsay,nir,fin:Fut+Ind+Act,2
vāsay,pra,nfin:Gdv,2
vāsay,sam,nfin:Part,2
vāsay,samā,nfin:Part,2
vāsay,upa,nfin:Part,2
vāsay,vi,fin:Past+Ind+Act,2
vāsay,ā,nfin:Conv,2
vātay,,fin:Pres+Imp+Act,2
vātay,,fin:Pres+Ind+Act,2
vāvāś,,nfin:Part,2
vāś,,fin:Pqp+Ind+Act,2
vāśay,sam,fin:Pres+Ind+Act,2
vī,abhi,nfin:Part,2
vīj,,nfin:Part,2
vīj,upa,fin:Pres+Ind+Act,2
vījay,,fin:Impf+Ind+Act,2
vījay,upa,nfin:Part,2
vīkṣay,vi,fin:Pres+Opt+Act,2
vīray,,fin:Impf+Ind+Act,2
vīṅg,vi,nfin:Part,2
vṛ,,fin:Fut+Ind+Act,2
vṛ,anu,fin:Past+Ind+Act,2
vṛ,apa,fin:Past+Ind+Act,2
vṛ,apa,fin:Pres+Imp+Act,2
vṛ,apā,fin:Past+Ind+Act,2
vṛ,apā,fin:Pres+Ind+Pass,2
vṛ,pratyā,nfin:Conv,2
vṛ,prā,fin:Impf+Ind+Act,2
vṛ,prā,nfin:Gdv,2
vṛ,sam,fin:Pres+Ind+Pass,2
vṛ,sam,nfin:Gdv,2
vṛ,sampari,nfin:Part,2
vṛ,ud,nfin:Conv,2
vṛ,vi,fin:Pres+Imp+Act,2
vṛ,vi,fin:Pres+Ind+Pass,2
vṛ,ā,fin:Pres+Opt+Act,2
vṛ,ā,nfin:Gdv,2
vṛdh,abhi,fin:Impf+Ind+Act,2
vṛdh,anu,fin:Pres+Ind+Act,2
vṛdh,ati,fin:Pres+Sub+Act,2
vṛdh,atipra,fin:Pres+Ind+Act,2
vṛdh,pari,fin:Pres+Ind+Act,2
vṛdh,pra,fin:Past+Ind+Act,2
vṛdh,ud,nfin:Part,2
vṛh,,fin:Pres+Jus+Act,2
vṛh,,fin:Pres+Opt+Act,2
vṛh,vi,fin:Pres+Opt+Pass,2
vṛh,vi,fin:Pres+Sub+Act,2
vṛh,ā,nfin:Part,2
vṛj,,fin:Past+Prec+Act,2
vṛj,,nfin:Conv,2
vṛj,,nfin:Inf,2
vṛj,adhi,fin:Pres+Ind+Act,2
vṛj,apa,nfin:Part,2
vṛj,pari,fin:Past+Ind+Act,2
vṛj,pra,fin:Past+Ind+Act,2
vṛj,pra,fin:Pres+Sub+Act,2
vṛj,pra,nfin:Gdv,2
vṛj,pra,nfin:Inf,2
vṛj,sam,fin:Impf+Ind+Act,2
vṛj,ā,fin:Pres+Ind+Act,2
vṛt,,fin:Plp+Ind+Act,2
vṛt,,nfin:Conv,2
vṛt,abhi,fin:Pres+Imp+Act,2
vṛt,abhi,fin:Pres+Opt+Act,2
vṛt,abhisamā,fin:Pres+Ind+Act,2
vṛt,abhyava,fin:Pres+Opt+Act,2
vṛt,abhyupā,nfin:Part,2
vṛt,anu,fin:Past+Ind+Act,2
vṛt,anu,nfin:Conv,2
vṛt,anuparyā,nfin:Gdv,2
vṛt,anvā,fin:Impf+Ind+Act,2
vṛt,apa,fin:Impf+Ind+Act,2
vṛt,ati,fin:Fut+Ind+Act,2
vṛt,atipra,fin:Pres+Ind+Act,2
vṛt,niḥ,fin:Fut+Ind+Act,2
vṛt,parā,fin:Pres+Ind+Act,2
vṛt,pratini,fin:Impf+Ind+Act,2
vṛt,pratiparyā,nfin:Conv,2
vṛt,pratyudā,nfin:Part,2
vṛt,pratyā,nfin:Conv,2
vṛt,sam,nfin:Conv,2
vṛt,samabhi,fin:Pres+Imp+Act,2
vṛt,samā,fin:Past+Jus+Act,2
vṛt,udā,nfin:Part,2
vṛt,upa,fin:Fut+Cond+Act,2
vṛt,upani,fin:Pres+Opt+Act,2
vṛt,upani,nfin:Conv,2
vṛt,vi,fin:Past+Ind+Act,2
vṛt,vi,nfin:Gdv,2
vṛt,vyati,nfin:Inf,2
vṛt,vyā,fin:Pres+Imp+Act,2
vṛt,ā,nfin:Inf,2
vṛṣ,abhipra,fin:Impf+Ind+Act,2
vṛṣ,abhipra,nfin:Conv,2
vṛṣ,abhipra,nfin:Part,2
vṛṣ,pra,fin:Impf+Ind+Act,2
vṛṣ,pra,fin:Pres+Opt+Act,2
vṛṣ,sam,fin:Impf+Ind+Act,2
vṛṣaṇy,,fin:Pres+Ind+Act,2
yaj,,fin:Fut+Cond+Act,2
yaj,,fin:Pres+Imp+Pass,2
yaj,ati,fin:Impf+Ind+Act,2
yaj,ati,fin:Pres+Ind+Act,2
yaj,ava,nfin:Conv,2
yaj,pari,fin:Fut+Ind+Act,2
yaj,pari,fin:Pres+Ind+Pass,2
yaj,pra,fin:Pres+Ind+Act,2
yaj,ā,fin:Pres+Ind+Act,2
yakṣ,pra,nfin:Inf,2
yam,,fin:Past+Opt+Act,2
yam,,fin:Past+Prec+Act,2
yam,abhyā,nfin:Part,2
yam,atipra,fin:Impf+Ind+Act,2
yam,ni,fin:Fut+Ind+Act,2
yam,ni,fin:Past+Ind+Act,2
yam,nirā,nfin:Conv,2
yam,pra,fin:Fut+Ind+Act,2
yam,pratipra,fin:Impf+Ind+Act,2
yam,pratipra,fin:Pres+Opt+Act,2
yam,sam,fin:Past+Sub+Act,2
yam,sam,nfin:Gdv,2
yam,saṃni,fin:Pres+Imp+Act,2
yam,saṃni,nfin:Inf,2
yam,saṃni,nfin:Part,2
yam,upani,fin:Pres+Ind+Act,2
yam,upavyā,nfin:Part,2
yam,vini,nfin:Inf,2
yamay,,fin:Pres+Imp+Act,2
yamay,,fin:Pres+Opt+Act,2
yamay,ni,fin:Pres+Ind+Act,2
yamay,ni,fin:Pres+Opt+Act,2
yantray,,fin:Pres+Opt+Act,2
yas,,fin:Pres+Imp+Act,2
yas,pra,nfin:Part,2
yat,ni,nfin:Part,2
yat,sam,fin:Pres+Imp+Act,2
yat,sam,fin:Pres+Ind+Act,2
yat,sam,nfin:Conv,2
yat,vi,fin:Pres+Opt+Act,2
yavay,,fin:Pres+Ind+Act,2
yeṣ,,nfin:Part,2
yiyās,pra,fin:Pres+Opt+Act,2
yodhay,pra,fin:Pres+Opt+Act,2
yodhay,ā,nfin:Conv,2
yojay,,nfin:Gdv,2
yojay,abhi,fin:Impf+Ind+Act,2
yojay,anu,fin:Pres+Ind+Act,2
yojay,ni,fin:Pres+Imp+Pass,2
yojay,pra,fin:Pres+Imp+Pass,2
yojay,sam,fin:Pres+Imp+Pass,2
yojay,saṃpra,nfin:Conv,2
yojay,vi,fin:Pres+Ind+Act,2
yojay,vi,nfin:Conv,2
yojay,vini,nfin:Conv,2
yojay,vipra,fin:Pres+Opt+Act,2
yojay,ā,fin:Pres+Imp+Pass,2
yojay,ā,nfin:Conv,2
yopay,,fin:Pres+Ind+Act,2
yu,,fin:Past+Prec+Act,2
yu,ni,nfin:Conv,2
yu,ni,nfin:Part,2
yu,ud,nfin:Conv,2
yu,ā,fin:Past+Ind+Act,2
yu,ā,nfin:Part,2
yudh,,fin:Fut+Cond+Act,2
yudh,,fin:Past+Sub+Act,2
yudh,anu,fin:Impf+Ind+Act,2
yudh,ni,fin:Fut+Ind+Act,2
yudh,prati,fin:Pres+Ind+Act,2
yudh,sam,nfin:Part,2
yudh,ā,nfin:Gdv,2
yuj,,fin:Past+Opt+Act,2
yuj,anu,fin:Pres+Ind+Pass,2
yuj,anupra,fin:Pres+Opt+Act,2
yuj,anupra,nfin:Part,2
yuj,atyupa,nfin:Part,2
yuj,ni,fin:Impf+Ind+Pass,2
yuj,paryanu,fin:Pres+Opt+Act,2
yuj,paryanu,nfin:Gdv,2
yuj,prati,fin:Pres+Ind+Pass,2
yuj,sam,fin:Past+Ind+Act,2
yuj,sam,nfin:Inf,2
yuj,sampra,fin:Pres+Opt+Pass,2
yuj,sampra,nfin:Gdv,2
yuj,samupa,nfin:Part,2
yuj,saṃni,fin:Fut+Ind+Act,2
yuj,vi,fin:Pres+Opt+Pass,2
yuj,vini,fin:Pres+Ind+Act,2
yuj,vini,nfin:Conv,2
yuj,vyupa,fin:Pres+Ind+Act,2
yuyūṣ,,fin:Pres+Ind+Act,2
yā,abhipra,fin:Pres+Imp+Act,2
yā,abhyupa,fin:Fut+Ind+Act,2
yā,abhyā,nfin:Part,2
yā,anu,nfin:Conv,2
yā,ati,nfin:Part,2
yā,ava,fin:Past+Ind+Act,2
yā,pari,fin:Pres+Imp+Act,2
yā,pari,fin:Pres+Opt+Act,2
yā,pari,nfin:Conv,2
yā,parā,fin:Pres+Imp+Act,2
yā,parānu,fin:Past+Ind+Act,2
yā,prati,nfin:Inf,2
yā,pratyupa,fin:Impf+Ind+Act,2
yā,pratyā,fin:Pres+Ind+Act,2
yā,prā,fin:Pres+Ind+Act,2
yā,sam,nfin:Inf,2
yā,samanu,fin:Pres+Ind+Act,2
yā,samati,fin:Past+Ind+Act,2
yā,samupa,fin:Past+Ind+Act,2
yā,samupa,fin:Pres+Ind+Act,2
yā,samā,fin:Pres+Imp+Act,2
yā,upa,fin:Pres+Opt+Act,2
yā,upapra,fin:Pres+Ind+Act,2
yā,upapra,nfin:Conv,2
yā,upā,fin:Pres+Imp+Act,2
yā,upā,fin:Pres+Opt+Act,2
yā,vi,fin:Pres+Ind+Act,2
yā,vi,fin:Pres+Opt+Act,2
yā,vi,nfin:Part,2
yā,vyati,fin:Pres+Ind+Act,2
yā,vyati,nfin:Part,2
yā,ā,nfin:Inf,2
yāc,,fin:Past+Sub+Act,2
yāc,niḥ,fin:Impf+Ind+Act,2
yāc,sam,fin:Impf+Ind+Act,2
yāc,upa,nfin:Part,2
yācay,,fin:Fut+Ind+Act,2
yācay,,fin:Past+Ind+Act,2
yācay,,nfin:Conv,2
yājay,sam,fin:Impf+Ind+Act,2
yājay,sam,nfin:Gdv,2
yājay,sam,nfin:Part,2
yāmay,,fin:Pres+Imp+Act,2
yāpay,,fin:Fut+Ind+Act,2
yāpay,niḥ,fin:Past+Ind+Act,2
yāpay,niḥ,nfin:Conv,2
yāpay,pra,nfin:Conv,2
yāsay,ā,fin:Pres+Ind+Act,2
yātay,niḥ,fin:Fut+Ind+Act,2
yātay,niḥ,fin:Pres+Opt+Act,2
yātay,prati,nfin:Conv,2
ñc,ā,fin:Impf+Ind+Act,2
ākarṇay,,fin:Pres+Ind+Act,2
ākulay,,fin:Pres+Opt+Act,2
ākulay,,nfin:Part,2
āp,,fin:Past+Jus+Act,2
āp,sam,fin:Past+Ind+Act,2
āp,sam,fin:Pres+Imp+Pass,2
āpay,,fin:Pres+Imp+Act,2
āpay,,fin:Pres+Ind+Act,2
āpay,sam,fin:Pres+Ind+Act,2
āpay,sam,nfin:Gdv,2
ār,,fin:Pres+Ind+Act,2
ārdray,,fin:Pres+Ind+Act,2
ārogyay,,fin:Pres+Ind+Act,2
āvirbhāvay,āviḥ,fin:Pres+Ind+Act,2
āvirbhāvay,āviḥ,nfin:Part,2
āvirbhū,āviḥ,fin:Impf+Ind+Act,2
āyay,prati,nfin:Part,2
īh,,fin:Past+Ind+Act,2
īh,,fin:Pres+Imp+Act,2
īh,sam,nfin:Inf,2
īkṣ,abhisam,fin:Pres+Opt+Act,2
īkṣ,niḥ,fin:Pres+Imp+Pass,2
īkṣ,sam,fin:Pres+Ind+Pass,2
īkṣ,sam,nfin:Gdv,2
īkṣ,sam,nfin:Inf,2
īkṣay,nir,fin:Past+Ind+Act,2
īps,,fin:Pres+Opt+Act,2
īr,sam,fin:Pres+Ind+Pass,2
īray,,nfin:Conv,2
īray,adhisam,fin:Pres+Ind+Act,2
īray,sam,fin:Past+Ind+Act,2
īray,sam,fin:Pres+Opt+Act,2
īś,,fin:Fut+Ind+Act,2
īṅkhay,,fin:Pres+Sub+Act,2
īṣ,,fin:Pres+Imp+Act,2
śabday,anu,nfin:Part,2
śabdāpay,,fin:Pres+Imp+Act,2
śabdāpay,,fin:Pres+Opt+Act,2
śabdāpay,,nfin:Inf,2
śak,,fin:Past+Jus+Act,2
śak,vi,fin:Fut+Ind+Act,2
śakalay,,nfin:Part,2
śam,ava,nfin:Part,2
śam,sam,fin:Impf+Ind+Act,2
śam,samupa,fin:Pres+Ind+Act,2
śam,saṃpra,nfin:Part,2
śam,upa,fin:Pres+Imp+Act,2
śam,vyava,nfin:Part,2
śam,vyupa,fin:Pres+Ind+Act,2
śamay,ni,fin:Pres+Ind+Act,2
śamay,pra,fin:Pres+Imp+Act,2
śamay,sam,fin:Fut+Ind+Act,2
śap,,nfin:Gdv,2
śap,abhi,fin:Impf+Ind+Act,2
śap,anu,nfin:Part,2
śap,sam,nfin:Part,2
śapathīy,,nfin:Part,2
śaraṇīkṛ,,nfin:Part,2
śardhay,ava,nfin:Part,2
śas,vi,fin:Fut+Ind+Act,2
śas,vi,fin:Pres+Imp+Act,2
śas,vi,fin:Pres+Opt+Act,2
śaṃs,,fin:Past+Ind+Pass,2
śaṃs,abhipra,fin:Pres+Ind+Act,2
śaṃs,abhipra,nfin:Conv,2
śaṃs,ati,nfin:Gdv,2
śaṃs,ati,nfin:Part,2
śaṃs,pra,nfin:Inf,2
śaṃs,vi,fin:Pres+Opt+Act,2
śaṃsay,,fin:Impf+Ind+Act,2
śaṃsay,,fin:Past+Ind+Act,2
śaṅk,abhi,fin:Pres+Opt+Act,2
śaṅk,abhi,nfin:Part,2
śaṅk,ati,fin:Pres+Opt+Act,2
śaṅk,ati,nfin:Inf,2
śaṅk,ati,nfin:Part,2
śaṅk,pari,nfin:Inf,2
śaṅk,ā,fin:Pres+Ind+Pass,2
śaṅk,ā,fin:Pres+Opt+Pass,2
ścar,niḥ,fin:Fut+Ind+Act,2
ścar,niḥ,fin:Pres+Opt+Act,2
ścar,niḥ,nfin:Inf,2
ści,niḥ,fin:Pres+Imp+Act,2
ści,niḥ,fin:Pres+Ind+Act,2
ści,niḥ,fin:Pres+Opt+Act,2
śeṣay,,fin:Impf+Ind+Act,2
śikṣ,,fin:Pres+Imp+Pass,2
śikṣ,upa,fin:Impf+Ind+Act,2
śikṣ,upa,fin:Pres+Opt+Act,2
śikṣay,abhi,fin:Impf+Ind+Act,2
śim,,nfin:Part,2
śiśayiṣ,,nfin:Part,2
śiṣ,,fin:Pres+Opt+Act,2
śiṣ,ati,fin:Pres+Ind+Pass,2
śiṣ,ava,fin:Pres+Imp+Pass,2
śiṣ,paryava,fin:Pres+Opt+Act,2
śiṣ,vi,fin:Fut+Ind+Act,2
śiṣ,vi,nfin:Conv,2
ślath,,nfin:Part,2
